idx,path,jurisdiction,jur_ok,jur_suggest,practice,prac_ok,prac_suggest,note,ft_read,ft_jur_check,ft_prac_check,ft_note,applied
170,cross-jurisdiction/data-protection/skills/privacy-law-updates/SKILL.md,cross-jurisdiction,ok,,data-protection,ok,,брифинги privacy US/EU/UK,,,,,
171,cross-jurisdiction/data-protection/skills/privacy-policy-drafting/SKILL.md,cross-jurisdiction,ok,,data-protection,ok,,,,,,,
172,cross-jurisdiction/data-protection/skills/privacy-policy-generator/SKILL.md,cross-jurisdiction,ok,,data-protection,ok,,"TR-язык, общий шаблон privacy",,,,,
173,cross-jurisdiction/data-protection/skills/privacy-policy-mkurman/SKILL.md,cross-jurisdiction,ok,,data-protection,ok,,,,,,,
174,cross-jurisdiction/data-protection/skills/privacy-policy/SKILL.md,cross-jurisdiction,ok,,data-protection,ok,,privacy/ToS/EULA Apple,,,,,
175,cross-jurisdiction/data-protection/skills/regulatory-compliance-oimiragieo/SKILL.md,cross-jurisdiction,ok,,data-protection,ok,,GDPR/CCPA+ADA/WCAG; privacy доминирует,,,,,
176,cross-jurisdiction/data-protection/skills/safeai-asean-data-protection/SKILL.md,cross-jurisdiction,ok,,data-protection,ok,,ASEAN privacy VN/SG/TH/MY/ID/PH,,,,,
177,cross-jurisdiction/data-protection/skills/terms-generator/SKILL.md,cross-jurisdiction,ok,,data-protection,maybe,contracts,"ToS-генератор — это договор, ближе к contracts",yes,,подтв: contracts,генератор Terms of Service (16 разделов) — это договорный документ,перемещён → cross-jurisdiction/contracts/skills/terms-generator
178,cross-jurisdiction/data-protection/skills/workplace-email-privacy/SKILL.md,cross-jurisdiction,ok,,data-protection,ok,,мониторинг почты (Barbulescu); возможно employment,,,,,
179,cross-jurisdiction/employee-benefits/skills/country-by-country-benefits-matrix-konzern/SKILL.md,cross-jurisdiction,ok,,employee-benefits,ok,,межд. бенефиты концерна (IORP-II),,,,,
180,cross-jurisdiction/employee-benefits/skills/internationale-harmonisierung-konzern-bav/SKILL.md,cross-jurisdiction,ok,,employee-benefits,ok,,гармонизация bAV в концерне,,,,,
181,cross-jurisdiction/employee-benefits/skills/japan-bav-und-corporate-pension-iorp/SKILL.md,cross-jurisdiction,ok,,employee-benefits,ok,,Japan bAV vs EU-IORP,,,,,
182,cross-jurisdiction/general/skills/common-law-quality-gate/SKILL.md,cross-jurisdiction,ok,,general,ok,,QA-гейт юр. продукта,,,,,
183,cross-jurisdiction/general/skills/legal-interpretation/SKILL.md,cross-jurisdiction,ok,,general,ok,,методика толкования,,,,,
184,cross-jurisdiction/general/skills/multi-jurisdictional-research-zacharie-laik/SKILL.md,cross-jurisdiction,ok,,general,ok,,мульти-юрисдикц. research,,,,,
185,cross-jurisdiction/healthcare/skills/healthcare-ai-privacy/SKILL.md,cross-jurisdiction,ok,,healthcare,ok,,HIPAA+AI Act; сильный privacy-уклон (возможно data-protection),,,,,
186,cross-jurisdiction/ip/skills/anmeldung-strategie-portfolio/SKILL.md,cross-jurisdiction,ok,,ip,ok,,TM портфель DE/EU/Madrid,,,,,
187,cross-jurisdiction/ip/skills/bildmarke-und-wort-bild/SKILL.md,cross-jurisdiction,ok,,ip,ok,,DPMA+EUIPO фигуративные марки,,,,,
188,cross-jurisdiction/ip/skills/eula/SKILL.md,cross-jurisdiction,ok,,ip,ok,,EULA — лицензия ПО (IP licensing),,,,,
189,cross-jurisdiction/ip/skills/file-trademark/SKILL.md,cross-jurisdiction,ok,,ip,ok,,подача TM EUIPO/USPTO/WIPO,,,,,
190,cross-jurisdiction/ip/skills/jurisdiction-format/SKILL.md,cross-jurisdiction,ok,,ip,ok,,форматирование патента CN/US/EP,,,,,
191,cross-jurisdiction/ip/skills/madrid-protokoll-und-internationale-registrierung/SKILL.md,cross-jurisdiction,ok,,ip,ok,,Madrid IR,,,,,
192,cross-jurisdiction/ip/skills/markenrecherche/SKILL.md,cross-jurisdiction,ok,,ip,ok,,TM clearance,,,,,
193,cross-jurisdiction/ip/skills/nyc-korrespondenz-und-conflict-check/SKILL.md,cross-jurisdiction,ok,,ip,ok,,управление мандатом/конфликт-чек по TM (US); граничит с legal-ops,,,,,
194,cross-jurisdiction/ip/skills/patent-pipeline-wanshuiyin/SKILL.md,cross-jurisdiction,ok,,ip,ok,,патентный pipeline,,,,,
195,cross-jurisdiction/ip/skills/patent-pipeline/SKILL.md,cross-jurisdiction,ok,,ip,ok,,дубликат patent-pipeline,,,,,
196,cross-jurisdiction/ip/skills/patent-search-sylvanus4/SKILL.md,cross-jurisdiction,ok,,ip,ok,,prior art поиск,,,,,
197,cross-jurisdiction/ip/skills/rechtsstand-pruefen/SKILL.md,cross-jurisdiction,ok,,ip,ok,,статус патента по реестрам,,,,,
198,cross-jurisdiction/ip/skills/screen-trademark/SKILL.md,cross-jurisdiction,ok,,ip,ok,,TM screening,,,,,
199,cross-jurisdiction/litigation/skills/common-law-interpretation-precedent/SKILL.md,cross-jurisdiction,ok,,litigation,ok,,прецедент/ratio-obiter,,,,,
200,cross-jurisdiction/litigation/skills/common-law-litigation-discovery/SKILL.md,cross-jurisdiction,ok,,litigation,ok,,discovery/evidence common law,,,,,
201,cross-jurisdiction/litigation/skills/europarecht-nationales-verfahren-effektivitaet/SKILL.md,cross-jurisdiction,maybe,eu,litigation,ok,,принцип эффективности права ЕС (Art.47 GRC/Francovich) → eu,yes,подтв: eu,,принцип эффективности права ЕС (Art.47 GRC/Francovich),перемещён → eu/litigation/skills/europarecht-nationales-verfahren-effektivitaet
202,cross-jurisdiction/litigation/skills/legal-search/SKILL.md,cross-jurisdiction,ok,,litigation,ok,,US+EU case law поиск,,,,,
203,cross-jurisdiction/personal-injury/skills/harvester-query/SKILL.md,cross-jurisdiction,ok,,personal-injury,ok,,US statutes + CA PI cases,,,,,
204,cross-jurisdiction/regulatory/skills/agency-legal-compliance-checker-2/SKILL.md,cross-jurisdiction,ok,,regulatory,ok,,общий комплаенс-чек,,,,,
205,cross-jurisdiction/regulatory/skills/ai-regulatory-mapper/SKILL.md,cross-jurisdiction,ok,,regulatory,ok,,AI-регулирование (EU AI Act/FDA/state),,,,,
206,cross-jurisdiction/regulatory/skills/ce-regulatory-compliance/SKILL.md,cross-jurisdiction,maybe,eu,regulatory,ok,,все инструменты ЕС (AI Act/GDPR/AILD/PLD) → eu,yes,подтв: eu,,AI Act/GDPR/AILD/PLD — все инструменты ЕС,перемещён → eu/regulatory/skills/ce-regulatory-compliance
207,cross-jurisdiction/regulatory/skills/compliance-auditor-belokonm/SKILL.md,cross-jurisdiction,ok,,regulatory,ok,,SOC2/HIPAA/GDPR аудит,,,,,
208,cross-jurisdiction/regulatory/skills/compliance-mapping-community-access/SKILL.md,cross-jurisdiction,ok,,regulatory,ok,,accessibility (508/EAA/ADA) — residual,,,,,
209,cross-jurisdiction/regulatory/skills/compliance-mapping/SKILL.md,cross-jurisdiction,ok,,regulatory,ok,,дубликат accessibility mapping,,,,,
210,cross-jurisdiction/regulatory/skills/cultural-heritage-summary/SKILL.md,cross-jurisdiction,ok,,regulatory,ok,,культурное наследие (UNESCO) — residual,,,,,
211,cross-jurisdiction/regulatory/skills/de-eu-recht-abgrenzung/SKILL.md,cross-jurisdiction,ok,,regulatory,maybe,constitutional,разграничение нац./союзного права — методология публ./конст. права,yes,,подтв: constitutional,методология разграничения нац./союзного права (Anwendungsvorrang/Art.267) — конст./публ. право,перемещён → cross-jurisdiction/constitutional/skills/de-eu-recht-abgrenzung
212,cross-jurisdiction/regulatory/skills/europarecht-vorrang-unmittelbare-wirkung/SKILL.md,cross-jurisdiction,ok,,regulatory,maybe,constitutional,верховенство/прямое действие права ЕС — конст./публ. право,yes,,подтв: constitutional,"доктрина верховенства/прямого действия (Costa/ENEL, Van Gend) — EU конст. право",перемещён → cross-jurisdiction/constitutional/skills/europarecht-vorrang-unmittelbare-wirkung
213,cross-jurisdiction/regulatory/skills/europarechtskonformitaet/SKILL.md,cross-jurisdiction,ok,,regulatory,ok,,проверка проекта закона на соответствие праву ЕС,,,,,
214,cross-jurisdiction/regulatory/skills/geldwaesche-sanktionsscreening/SKILL.md,cross-jurisdiction,ok,,regulatory,maybe,white-collar,санкц. скрининг в AML-контексте → white-collar (по правилу классификатора),yes,,подтв: white-collar,AML/KYC + санкц.скрининг (нем. AML-плагин); sanctions тоже валиден,перемещён → cross-jurisdiction/white-collar/skills/geldwaesche-sanktionsscreening
215,cross-jurisdiction/regulatory/skills/heritage-protection-summary/SKILL.md,cross-jurisdiction,ok,,regulatory,ok,,дубликат cultural-heritage,,,,,
216,cross-jurisdiction/regulatory/skills/ksb-d07-k0033/SKILL.md,cross-jurisdiction,ok,,regulatory,maybe,life-sciences,"фармаконадзор (PV, spontaneous reporting) → life-sciences",yes,,подтв: life-sciences,"фармаконадзор (PV, ICH-E2C/E2F, EMA-GVP, FDA-CFR) — drug safety",перемещён → cross-jurisdiction/life-sciences/skills/ksb-d07-k0033
217,cross-jurisdiction/regulatory/skills/reg-gap-analysis/SKILL.md,cross-jurisdiction,ok,,regulatory,ok,,gap-анализ AI-регулирования,,,,,
218,cross-jurisdiction/regulatory/skills/regulatory-guard/SKILL.md,cross-jurisdiction,ok,,regulatory,ok,,широкий аудит сайта,,,,,
219,cross-jurisdiction/sanctions/skills/aussenwirtschaft-sanktionen-embargos/SKILL.md,cross-jurisdiction,ok,,sanctions,ok,,эмбарго/санкции внешн. торговли,,,,,
220,cross-jurisdiction/sanctions/skills/new-designation-screening-test-amir-fadavi/SKILL.md,cross-jurisdiction,ok,,sanctions,ok,,тест-данные санкц. скрининга,,,,,
221,cross-jurisdiction/sanctions/skills/sanktions-compliance-pruefung/SKILL.md,cross-jurisdiction,ok,,sanctions,ok,,санкц. комплаенс EU/OFAC/UK/UN,,,,,
222,cross-jurisdiction/social-security/skills/expatriate-pensionsplanung-und-totalization/SKILL.md,cross-jurisdiction,ok,,social-security,ok,,тотализация соц. страхования (883/2004),,,,,
223,cross-jurisdiction/trade/skills/customs-trade-compliance/SKILL.md,cross-jurisdiction,ok,,trade,ok,,таможня/тарифы,,,,,
224,cross-jurisdiction/white-collar/skills/regdata-kyc-aml/SKILL.md,cross-jurisdiction,ok,,white-collar,ok,,KYC/AML по EU-реестрам,,,,,
225,de/antitrust/skills/abmahnung-uwg/SKILL.md,de,ok,,antitrust,maybe,ip,UWG-Abmahnung (Lauterkeitsrecht) ≠ Kartельное; ближе к ip/gewerbl. Rechtsschutz или consumer,yes,,подтв: ip,"UWG-Abmahnung = Lauterkeitsrecht/gewerbl. Rechtsschutz, НЕ Kartельное",перемещён → de/ip/skills/abmahnung-uwg
226,de/antitrust/skills/alternative-marktdefinition-eng/SKILL.md,de,ok,,antitrust,ok,,§18 GWB определение рынка,,,,,
227,de/antitrust/skills/auswirkungen-marktanteile-marktbeherrschung/SKILL.md,de,ok,,antitrust,ok,,,,,,,
228,de/antitrust/skills/cluster-und-systemmaerkte/SKILL.md,de,ok,,antitrust,ok,,,,,,,
229,de/antitrust/skills/corporate-kanzlei-regulatory-fdi-merger-control/SKILL.md,de,ok,,antitrust,ok,,"контроль слияний+FDI; merger control → antitrust, но есть FDI/regulatory",,,,,
230,de/antitrust/skills/elastizitaeten-diversion-ratios/SKILL.md,de,ok,,antitrust,ok,,,,,,,
231,de/antitrust/skills/energierecht-wettbewerb/SKILL.md,de,ok,,antitrust,ok,,конкуренция в энергетике; возможен energy,,,,,
232,de/antitrust/skills/fachanwalt-gewerblicher-rechtsschutz-abmahnung-uwg/SKILL.md,de,ok,,antitrust,maybe,ip,UWG-Abmahnung (Lauterkeitsrecht) ≠ Kartельное; folder=gewerbl. Rechtsschutz → ip,yes,,подтв: ip,"UWG-Abmahnung, папка fachanwalt-gewerblicher-rechtsschutz → ip",перемещён → de/ip/skills/fachanwalt-gewerblicher-rechtsschutz-abmahnung-uwg
233,de/antitrust/skills/grosskanzlei-corporate-ma-datenraum-gap-clean-room/SKILL.md,de,ok,,antitrust,maybe,corporate,датарум/clean-room в M&A DD — ближе к corporate,yes,,подтв: corporate,датарум-gap/clean-room в M&A DD; антитраст лишь обоснование clean-room,перемещён → de/corporate/skills/grosskanzlei-corporate-ma-datenraum-gap-clean-room
234,de/antitrust/skills/grosskanzlei-corporate-ma-regulatory-fdi-merger-control/SKILL.md,de,ok,,antitrust,ok,,merger control+FDI; есть FDI/regulatory,,,,,
235,de/antitrust/skills/innovations-und-technologiemaerkte/SKILL.md,de,ok,,antitrust,ok,,,,,,,
236,de/antitrust/skills/kartellverbot-modus/SKILL.md,de,ok,,antitrust,ok,,запрет картелей,,,,,
237,de/antitrust/skills/konsistenzpruefung-marktdefinition/SKILL.md,de,ok,,antitrust,ok,,,,,,,
238,de/antitrust/skills/missbrauchsverbot-modus/SKILL.md,de,ok,,antitrust,ok,,злоупотребление доминированием,,,,,
239,de/antitrust/skills/mittelstand-corporate-ma-regulatory-fdi-merger-control/SKILL.md,de,ok,,antitrust,ok,,merger control+FDI,,,,,
240,de/antitrust/skills/paragraf-18-gwb-pruefung/SKILL.md,de,ok,,antitrust,ok,,§18 GWB доминирование,,,,,
241,de/antitrust/skills/produktmarkt-nachfragesubstitution/SKILL.md,de,ok,,antitrust,ok,,,,,,,
242,de/antitrust/skills/red-flags-checkliste/SKILL.md,de,ok,,antitrust,ok,,,,,,,
243,de/antitrust/skills/selektiver-vertrieb-coty/SKILL.md,de,ok,,antitrust,ok,,селективный сбыт/вертикали (Art.101),,,,,
244,de/antitrust/skills/vertikale-preisbindung-vbe-vo/SKILL.md,de,ok,,antitrust,ok,,RPM/вертикали,,,,,
245,de/antitrust/skills/werbeaussagen-pruefung/SKILL.md,de,ok,,antitrust,maybe,consumer,"проверка рекламных утверждений (UWG-Irreführung) — consumer/ip, не Kartельное",yes,,подтв: consumer,проверка рекламных утверждений (UWG §5/Health-Claims/HWG/green claims) — не Kartельное,перемещён → de/consumer/skills/werbeaussagen-pruefung
246,de/arbitration/skills/fachanwalt-internationales-wirtschaftsrecht-schiedsklausel/SKILL.md,de,ok,,arbitration,ok,,арбитражная оговорка (§1031 ZPO/NY Conv.),,,,,
247,de/bankruptcy/skills/anfechtungsrechte-pruefen/SKILL.md,de,ok,,bankruptcy,ok,,оспаривание сделок (§§129 InsO),,,,,
248,de/bankruptcy/skills/anfg-fristen-und-anfechtungszeitraum/SKILL.md,de,ok,,bankruptcy,ok,,AnfG — внеконкурсное оспаривание; граничит с litigation/enforcement,,,,,
249,de/bankruptcy/skills/anfg-unentgeltliche-leistung-4/SKILL.md,de,ok,,bankruptcy,ok,,AnfG §4,,,,,
250,de/bankruptcy/skills/anfg-vorsatzanfechtung-3-i/SKILL.md,de,ok,,bankruptcy,ok,,AnfG §3,,,,,
251,de/bankruptcy/skills/antragspflicht-15a-inso/SKILL.md,de,ok,,bankruptcy,ok,,§15a/15b InsO антраг. обязанность,,,,,
252,de/bankruptcy/skills/arbeitsblatt-perspektiven-definieren/SKILL.md,de,ok,,bankruptcy,ok,,3D-review форд. проверки,,,,,
253,de/bankruptcy/skills/ausloesendes-ereignis-erfassen/SKILL.md,de,ok,,bankruptcy,ok,,Fortbestehensprognose,,,,,
254,de/bankruptcy/skills/belegkette-rueckverfolgung/SKILL.md,de,ok,,bankruptcy,ok,,3D-review,,,,,
255,de/bankruptcy/skills/bilanzieller-status-aufnehmen/SKILL.md,de,ok,,bankruptcy,ok,,Überschuldungsstatus,,,,,
256,de/bankruptcy/skills/comfortletter-weich-erzeugen/SKILL.md,de,ok,,bankruptcy,ok,,Patronatserklärung,,,,,
257,de/bankruptcy/skills/corporate-kanzlei-restructuring-starug-insolvenzplan/SKILL.md,de,ok,,bankruptcy,ok,,StaRUG/Insolvenzplan,,,,,
